neighbourhood,longitude,room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
0.05454545454545454,0.5426905220247136,0.5,0.0016012810248198558,0.017488076311605726,0.0,0.0027397260273972603
0.13636363636363635,0.5706601743856936,0.0,0.0008006405124099279,0.003179650238473768,0.0,0.0
0.02727272727272727,0.5348205186275834,0.0,0.0008006405124099279,0.0,0.003067484662576687,0.0
0.02727272727272727,0.5882119805231696,0.5,0.0016012810248198558,0.13831478537360892,0.0,0.7315068493150685
0.1409090909090909,0.6552863020420432,0.0,0.0032025620496397116,0.020667726550079493,0.0,0.0
0.031818181818181815,0.4718604914505704,0.5,0.023218574859887906,0.004769475357710652,0.09202453987730062,0.7397260273972602
0.12727272727272726,0.5406333748537406,0.5,0.004803843074459567,0.001589825119236884,0.0,0.1178082191780822
0.049999999999999996,0.4493451100290713,0.5,0.0,0.06677265500794913,0.0,0.010958904109589041
0.09090909090909091,0.5564111274676407,0.0,0.0,0.0,0.0,0.0
0.06818181818181818,0.5646585890612812,0.0,0.0,0.0,0.0,0.0
0.08636363636363636,0.49422488959348243,0.5,0.023218574859887906,0.009538950715421305,0.024539877300613498,0.410958904109589
0.3227272727272727,0.48526025742648926,0.5,0.023218574859887906,0.0,0.19631901840490798,0.9260273972602739
0.09545454545454544,0.6099158268221743,0.0,0.0,0.0,0.012269938650306749,0.9013698630136986
0.08636363636363636,0.4983014381157318,0.0,0.0,0.006359300476947536,0.0,0.0
0.17272727272727273,0.47752236439814055,0.5,0.023218574859887906,0.001589825119236884,0.003067484662576687,0.1726027397260274
0.36818181818181817,0.694315479560629,0.0,0.0,0.0,0.003067484662576687,0.4657534246575343
0.09545454545454544,0.5897973049484904,0.5,0.0016012810248198558,0.004769475357710652,0.0,0.0
0.05909090909090909,0.5147774883931788,0.5,0.0016012810248198558,0.151033386327504,0.003067484662576687,0.30684931506849317
0.00909090909090909,0.5471256558336108,0.0,0.0,0.0,0.012269938650306749,0.7698630136986302
0.3318181818181818,0.5394443815347358,0.0,0.0008006405124099279,0.011128775834658189,0.0,0.33972602739726027
0.00909090909090909,0.5374061072736254,0.0,0.023218574859887906,0.0,0.018404907975460124,0.9972602739726028
0.16818181818181818,0.781527195863049,0.5,0.0008006405124099279,0.001589825119236884,0.0,0.0
0.05454545454545454,0.565960819839205,0.5,0.010408326661329063,0.006359300476947536,0.0,0.0
0.02727272727272727,0.5794926961839053,0.5,0.0008006405124099279,0.08108108108108109,0.0,0.24383561643835616
0.13636363636363635,0.5617144151285061,0.0,0.0024019215372297837,0.022257551669316377,0.006134969325153375,0.0
0.37727272727272726,0.6897293624730878,0.0,0.0008006405124099279,0.007949125596184421,0.0,0.15616438356164383
0.05909090909090909,0.510700939870901,0.5,0.0008006405124099279,0.001589825119236884,0.0,0.0
0.05909090909090909,0.5077567659381828,0.5,0.0008006405124099279,0.02384737678855326,0.0,0.11232876712328767
0.10909090909090909,0.5337258898577204,0.0,0.007205764611689351,0.001589825119236884,0.0,0.0
0.09090909090909091,0.5689049937719233,0.5,0.023218574859887906,0.011128775834658189,0.15644171779141103,0.8958904109589041
0.08636363636363636,0.4817687691088395,0.5,0.0008006405124099279,0.025437201907790145,0.0,0.14246575342465753
0.20909090909090908,0.8685690559770478,0.0,0.0,0.0,0.0,0.4931506849315069
0.022727272727272728,0.5045672441777072,0.0,0.011208967173738989,0.0,0.0,0.0
0.013636363636363636,0.5307817159249737,0.5,0.0008006405124099279,0.09220985691573927,0.015337423312883437,0.5452054794520548
0.13636363636363635,0.5681878231985991,0.5,0.0,0.001589825119236884,0.012269938650306749,0.9972602739726028
0.09545454545454544,0.6094440040765505,0.0,0.0008006405124099279,0.004769475357710652,0.0,0.0
0.05454545454545454,0.5628467897180371,0.5,0.023218574859887906,0.007949125596184421,0.02147239263803681,0.4410958904109589
0.13636363636363635,0.5931755558071927,0.5,0.004803843074459567,0.0,0.0,0.18356164383561643
0.09999999999999999,0.5394255086249302,0.0,0.0016012810248198558,0.004769475357710652,0.0,0.0
0.05454545454545454,0.54250179292643,0.5,0.0008006405124099279,0.006359300476947536,0.0,0.0
0.10454545454545454,0.4756162005057831,0.0,0.010408326661329063,0.0,0.0,0.0
0.08636363636363636,0.4885063979164386,0.0,0.0016012810248198558,0.0,0.0,0.0
0.049999999999999996,0.44692937757145046,0.0,0.0016012810248198558,0.025437201907790145,0.0,0.0
0.02727272727272727,0.5550522779602147,0.0,0.0008006405124099279,0.04292527821939587,0.0,0.9287671232876712
0.22272727272727272,0.6231834824293117,0.5,0.0016012810248198558,0.06041335453100159,0.0,0.6657534246575343
0.5181818181818182,0.6183897633337097,0.5,0.0024019215372297837,0.014308426073131956,0.006134969325153375,0.33972602739726027
0.12727272727272726,0.5564111274676407,0.0,0.0032025620496397116,0.011128775834658189,0.0,0.9342465753424658
0.09090909090909091,0.5362171139546206,0.5,0.0016012810248198558,0.004769475357710652,0.0,0.11506849315068493
0.11818181818181818,0.4982636922960637,0.5,0.023218574859887906,0.0,0.7085889570552147,0.8547945205479452
0.45454545454545453,0.6144264522704361,0.0,0.0,0.007949125596184421,0.003067484662576687,0.0
0.09545454545454544,0.6349979239799097,0.0,0.0,0.041335453100158986,0.006134969325153375,0.0
0.10909090909090909,0.5408598497716355,0.0,0.024019215372297835,0.004769475357710652,0.003067484662576687,0.663013698630137
0.24545454545454545,0.5841165590910862,0.5,0.0,0.20190779014308427,0.0,0.019178082191780823
0.5636363636363636,0.7755444834484706,0.0,0.0,0.007949125596184421,0.006134969325153375,1.0
0.00909090909090909,0.5444645755482611,0.0,0.004803843074459567,0.02384737678855326,0.0,0.5835616438356165
0.2545454545454545,0.6162382516136233,0.0,0.0024019215372297837,0.044515103338632754,0.0,0.0
0.02727272727272727,0.5857396293360466,0.0,0.0024019215372297837,0.0,0.0,0.0
0.3090909090909091,0.489714264145249,0.5,0.0016012810248198558,0.004769475357710652,0.0,0.0
0.00909090909090909,0.5501641943154709,0.0,0.011208967173738989,0.030206677265500796,0.006134969325153375,0.2904109589041096
0.22272727272727272,0.6235043218963483,0.5,0.0032025620496397116,0.003179650238473768,0.0,0.0
0.05454545454545454,0.5415581474351825,0.5,0.0016012810248198558,0.01907790143084261,0.0,0.0
0.08636363636363636,0.4787868493564531,0.0,0.0,0.0,0.003067484662576687,0.0
0.013636363636363636,0.5291963914996245,0.5,0.0016012810248198558,0.0,0.0,0.0
0.004545454545454545,0.5136828596233158,0.5,0.0008006405124099279,0.006359300476947536,0.0,0.35342465753424657
0.3227272727272727,0.4924697089797405,0.0,0.0,0.0,0.018404907975460124,0.6301369863013698
0.12727272727272726,0.520835692447065,0.5,0.0,0.0,0.0,0.0410958904109589
0.00909090909090909,0.5461442645227237,0.5,0.0,0.0,0.0,0.08767123287671233
0.44545454545454544,0.608613596044222,0.5,0.0016012810248198558,0.030206677265500796,0.0,0.6246575342465753
0.8318181818181818,0.960366889367009,0.5,0.0,0.04769475357710652,0.0,0.7726027397260274
0.09545454545454544,0.5932887932661686,0.0,0.004803843074459567,0.001589825119236884,0.0,0.473972602739726
0.08636363636363636,0.4959611972974187,0.0,0.010408326661329063,0.0,0.0,0.0
0.10454545454545454,0.47667308345600645,0.5,0.0,0.003179650238473768,0.0,0.0
0.1409090909090909,0.6522855093798512,0.0,0.0032025620496397116,0.014308426073131956,0.003067484662576687,0.0
0.09545454545454544,0.6342241346770834,0.0,0.0024019215372297837,0.007949125596184421,0.009202453987730062,0.2684931506849315
0.08636363636363636,0.4792209262824372,0.5,0.023218574859887906,0.007949125596184421,0.0,0.8246575342465754
0.08636363636363636,0.49698033442797396,0.5,0.0032025620496397116,0.004769475357710652,0.0,0.0
0.44999999999999996,0.6294492884913154,0.0,0.0008006405124099279,0.07472178060413355,0.009202453987730062,0.6821917808219178
0.02727272727272727,0.6000452949836017,0.0,0.0,0.0,0.0,0.4904109589041096
0.24545454545454545,0.5602423281621611,0.5,0.0008006405124099279,0.030206677265500796,0.009202453987730062,0.8986301369863013
0.03636363636363636,0.5010568829501949,0.5,0.0008006405124099279,0.014308426073131956,0.0,0.7835616438356164
0.09090909090909091,0.553882157551044,0.0,0.0,0.0,0.0,0.0
0.022727272727272728,0.5111538897067192,0.5,0.0040032025620496394,0.003179650238473768,0.0,0.9342465753424658
0.05909090909090909,0.515079454950353,0.5,0.0024019215372297837,0.07154213036565978,0.0,0.5205479452054794
0.1590909090909091,0.6096893519042794,0.5,0.0008006405124099279,0.10174880763116058,0.0,0.5315068493150685
0.3818181818181818,0.6794247537085312,0.0,0.0008006405124099279,0.007949125596184421,0.006134969325153375,1.0
0.02727272727272727,0.5890612614653037,0.5,0.0032025620496397116,0.07472178060413355,0.003067484662576687,0.2493150684931507
0.05454545454545454,0.5704903181972725,0.0,0.0016012810248198558,0.003179650238473768,0.0,0.09863013698630137
0.11363636363636363,0.5860227229834436,0.5,0.011208967173738989,0.001589825119236884,0.0,0.0
0.03636363636363636,0.509474200732285,0.5,0.0032025620496397116,0.004769475357710652,0.0,0.024657534246575342
0.3090909090909091,0.4902615785301805,0.5,0.0016012810248198558,0.08267090620031797,0.0,0.008219178082191782
0.004545454545454545,0.5276488128939718,0.0,0.0016012810248198558,0.15580286168521465,0.0,0.7616438356164383
0.02727272727272727,0.5655078700034153,0.5,0.0,0.004769475357710652,0.0,0.0
0.03636363636363636,0.5158721171630418,0.5,0.0008006405124099279,0.0,0.0,0.0136986301369863
0.09545454545454544,0.623825161363385,0.0,0.004803843074459567,0.006359300476947536,0.0,0.2602739726027397
0.6545454545454545,0.6492658438077967,0.0,0.0,0.0,0.0,0.9945205479452055
0.10454545454545454,0.4878269731627256,0.0,0.0008006405124099279,0.009538950715421305,0.009202453987730062,0.0
0.00909090909090909,0.5563922545578066,0.0,0.0,0.08267090620031797,0.009202453987730062,0.9726027397260274
0.013636363636363636,0.5333295587513476,0.0,0.0,0.02384737678855326,0.0,0.4904109589041096
0.07727272727272727,0.48878949156380713,0.0,0.0008006405124099279,0.041335453100158986,0.0,0.20273972602739726
0.35,0.43943683237083064,0.5,0.0024019215372297837,0.004769475357710652,0.0,0.0
0.11363636363636363,0.5382553882157595,0.5,0.023218574859887906,0.001589825119236884,0.0,0.0
0.03636363636363636,0.5010002642207496,0.0,0.010408326661329063,0.1399046104928458,0.0,0.4821917808219178
0.004545454545454545,0.5264975653946351,0.5,0.0008006405124099279,0.006359300476947536,0.0,0.0
0.08636363636363636,0.4848639263201733,0.5,0.0016012810248198558,0.0,0.0,0.0
0.2863636363636364,0.7702978145170505,0.0,0.0,0.05405405405405406,0.0,0.2547945205479452
0.08181818181818182,0.5963084588381946,0.5,0.0,0.02702702702702703,0.0,0.17534246575342466
0.12727272727272726,0.5319707092439501,0.5,0.0,0.0397456279809221,0.03067484662576687,0.904109589041096
0.09090909090909091,0.547314384931866,0.0,0.0,0.003179650238473768,0.0,0.0
0.6818181818181818,0.6348280677914886,0.5,0.0008006405124099279,0.06518282988871224,0.003067484662576687,0.936986301369863
0.16818181818181818,0.7738081757445343,0.0,0.0,0.022257551669316377,0.015337423312883437,0.3315068493150685
0.3409090909090909,0.39812403276337704,0.5,0.0,0.001589825119236884,0.0,0.0
0.09545454545454544,0.6009511946551811,0.0,0.0032025620496397116,0.0,0.006134969325153375,0.0
